1	#FF0000
2	#0000FF
3	#FFA500
4	#008000
5	#FF00FF
6	#00FFFF
7	#FFC0CB
8	#FF69B4
9	#808000
10	#FA8072
11	#EE82EE
12	#006400
13	#00FF00
14	#B259B2
15	#003366
16	#7FFFBF
17	#8000FF
18	#B25900
19	#592C00
20	#800000
21	#0080FF
22	#FF4040
23	#40FF40
24	#4040FF
25	#004040
26	#400040
27	#404000
28	#804040
29	#408040
30	#404080
31	#40FFFF
32	#FF40FF
33	#FF0040
34	#40FF00
35	#0040FF
36	#FF8040
37	#40FF80
38	#8040FF
39	#00FF40
40	#4000FF
41	#FF4000
42	#000040
43	#400000
44	#004000
45	#008040
46	#400080
47	#804000
48	#80FF40
49	#4080FF
50	#FF4080
51	#800040
52	#408000
53	#004080
54	#808040
55	#408080
56	#804080
57	#FFC0C0
58	#C0FFC0
59	#C0C0FF
60	#00C0C0
61	#C000C0
62	#C0C000
63	#80C0C0
64	#C080C0
65	#C0C080
66	#40C0C0
67	#C040C0
68	#C0C040
69	#C0FFFF
70	#FFC0FF
71	#FF00C0
72	#C0FF00
73	#00C0FF
74	#FF80C0
75	#C0FF80
76	#80C0FF
77	#FF40C0
78	#C0FF40
79	#40C0FF
80	#00FFC0
81	#C000FF
82	#FFC000
83	#0000C0
84	#C00000
85	#00C000
86	#0080C0
87	#C00080
88	#80C000
89	#0040C0
90	#C00040
91	#40C000
92	#80FFC0
93	#C080FF
94	#FFC080
95	#8000C0
96	#C08000
97	#00C080
98	#8080C0
99	#C08080
100	#80C080
101	#8040C0
102	#C08040
103	#40C080
104	#40FFC0
105	#C040FF
106	#FFC040
107	#4000C0
108	#C04000
109	#00C040
110	#4080C0
111	#C04080
112	#80C040
113	#4040C0
114	#C04040
115	#40C040
116	#202020
117	#FF2020
118	#20FF20
119	#FF8800
120	#E32636
121	#EFDECD
122	#E52B50
123	#FFBF00
124	#FF033E
125	#9966CC
126	#A4C639
127	#F2F3F4
128	#CD9575
129	#915C83
130	#FAEBD7
131	#8DB600
132	#FBCEB1
133	#7FFFD4
134	#4B5320
135	#E9D66B
136	#87A96B
137	#FF9966
138	#A52A2A
139	#FF2052
140	#007FFF
141	#89CFF0
142	#A1CAF1
143	#F4C2C2
144	#21ABCD
145	#FAE7B5
146	#FFE135
147	#98777B
148	#BCD4E6
149	#9F8170
150	#F5F5DC
151	#FFE4C4
152	#3D2B1F
153	#FE6F5E
154	#000000
155	#FFEBCD
156	#318CE7
157	#ACE5EE
158	#FAF0BE
159	#A2A2D0
160	#6699CC
161	#0D98BA
162	#8A2BE2
163	#DE5D83
164	#79443B
165	#0095B6
166	#E3DAC9
167	#CC0000
168	#006A4E
169	#873260
170	#0070FF
171	#B5A642
172	#CB4154
173	#1DACD6
174	#66FF00
175	#BF94E4
176	#C32148
177	#FF007F
178	#08E8DE
179	#D19FE8
180	#F4BBFF
181	#FF55A3
182	#FB607F
183	#004225
184	#CD7F32
185	#FFC1CC
186	#E7FEFF
187	#F0DC82
188	#480607
189	#800020
190	#DEB887
191	#CC5500
192	#E97451
193	#8A3324
194	#BD33A4
195	#702963
196	#007AA5
197	#E03C31
198	#5F9EA0
199	#006B3C
200	#ED872D
201	#E30022
202	#A67B5B
203	#4B3621
204	#1E4D2B
205	#A3C1AD
206	#C19A6B
207	#78866B
208	#FF0800
209	#E4717A
210	#00BFFF
211	#592720
212	#C41E3A
213	#00CC99
214	#EB4C42
215	#FF0038
216	#FFA6C9
217	#B31B1B
218	#99BADD
219	#ED9121
220	#ACE1AF
221	#B2FFFF
222	#4997D0
223	#DE3163
224	#EC3B83
225	#007BA7
226	#2A52BE
227	#A0785A
228	#FAD6A5
229	#36454F
230	#7FFF00
231	#FFB7C5
232	#CD5C5C
233	#D2691E
234	#FFA700
235	#98817B
236	#E34234
237	#E4D00A
238	#FBCCE7
239	#0047AB
240	#6F4E37
241	#9BDDFF
242	#002E63
243	#8C92AC
244	#B87333
245	#996666
246	#FF3800
247	#FF7F50
248	#F88379
249	#893F45
250	#9ACEEB
251	#6495ED
252	#FFF8DC
253	#FFF8E7
254	#FFBCD9
255	#FFFDD0
256	#DC143C
257	#990000
258	#BE0032
259	#F0E130
260	#00008B
261	#654321
262	#5D3954
263	#A40000
264	#08457E
265	#986960
266	#CD5B45
267	#008B8B
268	#B8860B
269	#013220
270	#1A2421
271	#BDB76B
272	#483C32
273	#734F96
274	#8B008B
275	#003366
276	#556B2F
277	#FF8C00
278	#9932CC
279	#779ECB
280	#03C03C
281	#966FD6
282	#C23B22
283	#E75480
284	#003399
285	#872657
286	#8B0000
287	#E9967A
288	#560319
289	#8FBC8F
290	#3C1414
291	#483D8B
292	#2F4F4F
293	#177245
294	#918151
295	#FFA812
296	#CC4E5C
297	#00CED1
298	#9400D3
299	#00693E
300	#D70A53
301	#A9203E
302	#EF3038
303	#E9692C
304	#DA3287
305	#B94E48
306	#704241
307	#C154C1
308	#004B49
309	#9955BB
310	#CC00CC
311	#FFCBA4
312	#FF1493
313	#FF9933
314	#1560BD
315	#EDC9AF
316	#1E90FF
317	#D71868
318	#85BB65
319	#967117
320	#00009C
321	#E1A95F
322	#C2B280
323	#614051
324	#F0EAD6
325	#1034A6
326	#7DF9FF
327	#FF003F
328	#6F00FF
329	#CCFF00
330	#BF00FF
331	#3F00FF
332	#8F00FF
333	#50C878
334	#96C8A2
335	#801818
336	#B53389
337	#F400A1
338	#E5AA70
339	#71BC78
340	#4F7942
341	#FF2800
342	#6C541E
343	#CE2029
344	#B22222
345	#E25822
346	#FC8EAC
347	#F7E98E
348	#EEDC82
349	#FF004F
350	#228B22
351	#0072BB
352	#86608E
353	#F64A8A
354	#FF77FF
355	#E48400
356	#CC6666
357	#DCDCDC
358	#E49B0F
359	#B06500
